,Id,name,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total,JF,MAM,JJAS,OND
49395,112301,AGRA,1934,23.5,0.0,28.5,0.0,0.0,129.5,172.9,266.2,112.4,0.0,0.0,21.4,754.4,23.5,28.5,680.9,21.4
49396,112301,AGRA,1935,28.4,4.9,0.3,17.9,0.7,9.2,359.0,151.2,115.5,4.5,0.0,10.8,702.4,33.3,18.9,634.9,15.3
49397,112301,AGRA,1936,3.0,7.0,17.9,0.0,7.4,273.3,232.3,258.6,128.6,0.0,6.1,10.8,945.2,10.0,25.3,892.9,17.0
49398,112301,AGRA,1937,0.0,39.9,0.9,1.5,11.3,37.4,112.9,100.7,84.6,0.0,3.5,20.1,412.7,39.9,13.7,335.6,23.6
49399,112301,AGRA,1938,11.1,0.0,0.0,0.4,4.2,65.9,276.6,110.9,21.2,7.5,0.0,0.0,497.8,11.1,4.6,474.5,7.5
49400,112301,AGRA,1939,10.3,7.2,1.1,0.0,0.0,65.2,299.6,33.4,437.4,1.4,0.0,0.0,855.5,17.5,1.1,835.6,1.4
49401,112301,AGRA,1940,16.7,19.1,14.3,4.2,2.4,32.6,97.7,272.5,39.0,0.0,1.8,3.3,503.6,35.9,20.9,441.7,5.1
49402,112301,AGRA,1941,15.6,0.9,0.4,0.0,19.1,34.5,65.6,109.9,50.7,1.3,0.0,0.0,298.1,16.5,19.5,260.8,1.3
49403,112301,AGRA,1942,25.7,23.6,0.0,7.7,3.4,28.6,331.2,229.9,307.2,0.0,0.0,1.2,958.6,49.3,11.1,897.0,1.2
49404,112301,AGRA,1943,20.5,0.0,0.3,22.5,19.8,61.8,114.9,343.5,142.0,0.0,0.0,0.0,725.4,20.5,42.6,662.2,0.0
49405,112301,AGRA,1944,23.7,31.3,33.3,16.5,0.0,41.4,147.3,194.4,88.0,0.3,0.0,0.5,576.7,55.0,49.8,471.1,0.8
49406,112301,AGRA,1945,19.6,0.0,0.0,5.0,8.3,15.1,164.6,297.4,244.9,1.2,0.0,0.0,756.0,19.6,13.3,722.0,1.2
49407,112301,AGRA,1946,0.0,3.9,0.0,0.9,14.2,28.3,218.2,287.4,29.3,10.3,4.1,1.6,598.3,3.9,15.1,563.4,16.0
49408,112301,AGRA,1947,13.8,4.0,8.2,1.4,2.0,40.0,193.0,237.1,273.9,33.2,0.0,3.5,810.2,17.9,11.6,744.0,36.7
49409,112301,AGRA,1948,46.7,14.1,0.4,2.1,11.0,0.0,293.6,247.1,165.9,20.1,1.8,0.0,802.8,60.7,13.5,706.6,21.9
49410,112301,AGRA,1949,0.1,11.4,4.0,0.0,3.9,7.3,382.7,325.3,253.5,5.3,0.0,0.0,993.6,11.4,7.9,968.9,5.3
49411,112301,AGRA,1950,5.2,2.4,7.6,0.0,8.0,14.6,231.9,273.9,136.8,0.3,0.0,4.0,684.8,7.6,15.6,657.3,4.3
49412,112301,AGRA,1951,10.0,0.2,30.4,5.3,11.6,38.6,100.6,258.9,153.2,3.5,18.0,0.0,630.5,10.3,47.4,551.3,21.5
49413,112301,AGRA,1952,2.9,14.6,6.2,5.3,1.7,289.1,169.0,428.9,27.7,0.0,0.0,9.9,955.4,17.6,13.2,914.7,9.9
49414,112301,AGRA,1953,41.7,0.0,0.0,5.0,1.8,16.1,187.9,174.2,42.8,0.2,0.0,0.3,470.1,41.7,6.8,421.1,0.5
49415,112301,AGRA,1954,11.9,46.2,11.0,0.0,0.8,10.5,213.5,181.3,170.8,63.4,0.0,0.0,709.4,58.1,11.8,576.1,63.4
49416,112301,AGRA,1955,51.1,1.2,0.3,0.4,0.2,128.2,249.6,345.8,165.5,146.6,0.0,0.0,1088.8,52.3,0.9,889.0,146.6
49417,112301,AGRA,1956,5.3,0.6,27.9,0.0,1.8,41.5,379.9,192.8,75.1,115.7,0.0,3.9,844.6,5.9,29.7,689.4,119.6
49418,112301,AGRA,1957,61.3,0.0,52.2,3.7,6.3,32.7,277.3,216.7,211.9,16.1,1.7,3.7,883.5,61.3,62.2,738.5,21.5
49419,112301,AGRA,1958,5.5,5.1,2.0,0.0,0.0,5.2,391.1,310.5,348.0,43.3,0.0,5.2,1115.9,10.6,2.0,1054.7,48.5
49420,112301,AGRA,1959,19.5,0.1,0.0,1.4,49.8,22.5,241.0,209.4,74.3,15.6,12.5,0.0,646.1,19.6,51.2,547.2,28.2
49421,112301,AGRA,1960,5.3,0.0,38.5,1.8,13.2,11.6,254.0,549.4,61.6,81.3,0.0,4.0,1020.7,5.3,53.6,876.6,85.3
49422,112301,AGRA,1961,42.2,34.3,0.0,1.0,3.9,45.3,176.9,499.8,54.0,80.8,6.2,0.0,944.3,76.5,4.9,775.9,87.0
49423,112301,AGRA,1962,27.0,3.5,14.1,1.1,0.1,19.9,193.5,222.7,182.5,0.0,0.0,2.9,667.3,30.5,15.3,618.6,2.9
49424,112301,AGRA,1963,18.1,0.9,5.8,4.2,16.7,37.1,88.9,309.4,354.6,0.0,7.1,4.8,847.6,19.0,26.7,790.0,12.0
49425,112301,AGRA,1964,0.0,0.0,0.0,0.2,14.5,1.3,331.7,221.1,246.9,0.0,0.0,1.0,816.7,0.0,14.7,801.0,1.0
49426,112301,AGRA,1965,1.1,6.3,6.5,15.7,1.4,4.6,253.5,127.2,173.3,30.3,0.0,0.3,620.2,7.4,23.7,558.5,30.6
49427,112301,AGRA,1966,1.1,14.2,0.0,0.0,31.4,121.3,91.4,379.8,25.9,5.3,24.1,0.7,695.1,15.2,31.4,618.3,30.1
49428,112301,AGRA,1967,0.0,0.0,25.0,0.7,2.0,37.1,225.9,520.4,175.4,2.3,0.6,60.3,1049.7,0.0,27.6,958.8,63.2
